img_path,label
data/raw/brain-tumor-mri-scans/pituitary/0841.jpg,pituitary
data/raw/brain-tumor-mri-scans/healthy/0028.jpg,healthy
data/raw/brain-tumor-mri-scans/meningioma/1080.jpg,meningioma
data/raw/brain-tumor-mri-scans/healthy/1422.jpg,healthy
data/raw/brain-tumor-mri-scans/pituitary/1110.jpg,pituitary
data/raw/brain-tumor-mri-scans/meningioma/0815.jpg,meningioma
data/raw/brain-tumor-mri-scans/healthy/1295.jpg,healthy
data/raw/brain-tumor-mri-scans/healthy/1241.jpg,healthy
data/raw/brain-tumor-mri-scans/glioma/0079.jpg,glioma
data/raw/brain-tumor-mri-scans/healthy/1921.jpg,healthy
data/raw/brain-tumor-mri-scans/glioma/0712.jpg,glioma
data/raw/brain-tumor-mri-scans/meningioma/0891.jpg,meningioma
data/raw/brain-tumor-mri-scans/pituitary/0662.jpg,pituitary
data/raw/brain-tumor-mri-scans/meningioma/1104.jpg,meningioma
data/raw/brain-tumor-mri-scans/meningioma/0086.jpg,meningioma
data/raw/brain-tumor-mri-scans/pituitary/0908.jpg,pituitary
data/raw/brain-tumor-mri-scans/pituitary/1115.jpg,pituitary
data/raw/brain-tumor-mri-scans/pituitary/0694.jpg,pituitary
data/raw/brain-tumor-mri-scans/pituitary/1164.jpg,pituitary
data/raw/brain-tumor-mri-scans/pituitary/1691.jpg,pituitary
data/raw/brain-tumor-mri-scans/pituitary/1348.jpg,pituitary
data/raw/brain-tumor-mri-scans/glioma/1315.jpg,glioma
data/raw/brain-tumor-mri-scans/pituitary/0844.jpg,pituitary
data/raw/brain-tumor-mri-scans/healthy/0211.jpg,healthy
data/raw/brain-tumor-mri-scans/pituitary/0549.jpg,pituitary
data/raw/brain-tumor-mri-scans/healthy/0223.jpg,healthy
data/raw/brain-tumor-mri-scans/pituitary/0086.jpg,pituitary
data/raw/brain-tumor-mri-scans/healthy/0134.jpg,healthy
data/raw/brain-tumor-mri-scans/meningioma/0643.jpg,meningioma
data/raw/brain-tumor-mri-scans/pituitary/1631.jpg,pituitary
data/raw/brain-tumor-mri-scans/pituitary/0845.jpg,pituitary
data/raw/brain-tumor-mri-scans/glioma/0592.jpg,glioma
data/raw/brain-tumor-mri-scans/meningioma/1258.jpg,meningioma
data/raw/brain-tumor-mri-scans/glioma/0321.jpg,glioma
data/raw/brain-tumor-mri-scans/meningioma/0143.jpg,meningioma
data/raw/brain-tumor-mri-scans/pituitary/1011.jpg,pituitary
data/raw/brain-tumor-mri-scans/glioma/0230.jpg,glioma
data/raw/brain-tumor-mri-scans/pituitary/0609.jpg,pituitary
data/raw/brain-tumor-mri-scans/glioma/1149.jpg,glioma
data/raw/brain-tumor-mri-scans/meningioma/0507.jpg,meningioma
data/raw/brain-tumor-mri-scans/pituitary/0388.jpg,pituitary
data/raw/brain-tumor-mri-scans/glioma/1412.jpg,glioma
data/raw/brain-tumor-mri-scans/healthy/0707.jpg,healthy
data/raw/brain-tumor-mri-scans/glioma/0538.jpg,glioma
data/raw/brain-tumor-mri-scans/glioma/1219.jpg,glioma
data/raw/brain-tumor-mri-scans/healthy/0477.jpg,healthy
data/raw/brain-tumor-mri-scans/glioma/1330.jpg,glioma
data/raw/brain-tumor-mri-scans/pituitary/1645.jpg,pituitary
data/raw/brain-tumor-mri-scans/meningioma/1140.jpg,meningioma
data/raw/brain-tumor-mri-scans/meningioma/0213.jpg,meningioma
data/raw/brain-tumor-mri-scans/healthy/1856.jpg,healthy
data/raw/brain-tumor-mri-scans/glioma/1041.jpg,glioma
data/raw/brain-tumor-mri-scans/glioma/0706.jpg,glioma
data/raw/brain-tumor-mri-scans/healthy/0606.jpg,healthy
data/raw/brain-tumor-mri-scans/glioma/0543.jpg,glioma
data/raw/brain-tumor-mri-scans/healthy/1785.jpg,healthy
data/raw/brain-tumor-mri-scans/meningioma/0538.jpg,meningioma
data/raw/brain-tumor-mri-scans/meningioma/1262.jpg,meningioma
data/raw/brain-tumor-mri-scans/glioma/1108.jpg,glioma
data/raw/brain-tumor-mri-scans/glioma/0437.jpg,glioma
data/raw/brain-tumor-mri-scans/glioma/1061.jpg,glioma
data/raw/brain-tumor-mri-scans/healthy/0371.jpg,healthy
data/raw/brain-tumor-mri-scans/pituitary/0212.jpg,pituitary
data/raw/brain-tumor-mri-scans/healthy/1043.jpg,healthy
data/raw/brain-tumor-mri-scans/healthy/1788.jpg,healthy
data/raw/brain-tumor-mri-scans/glioma/0932.jpg,glioma
data/raw/brain-tumor-mri-scans/glioma/0263.jpg,glioma
data/raw/brain-tumor-mri-scans/meningioma/0817.jpg,meningioma
data/raw/brain-tumor-mri-scans/healthy/0147.jpg,healthy
data/raw/brain-tumor-mri-scans/pituitary/1727.jpg,pituitary
data/raw/brain-tumor-mri-scans/glioma/0544.jpg,glioma
data/raw/brain-tumor-mri-scans/meningioma/1040.jpg,meningioma
data/raw/brain-tumor-mri-scans/healthy/1793.jpg,healthy
data/raw/brain-tumor-mri-scans/glioma/1443.jpg,glioma
data/raw/brain-tumor-mri-scans/pituitary/0526.jpg,pituitary
data/raw/brain-tumor-mri-scans/meningioma/1146.jpg,meningioma
data/raw/brain-tumor-mri-scans/pituitary/1242.jpg,pituitary
data/raw/brain-tumor-mri-scans/glioma/0408.jpg,glioma
data/raw/brain-tumor-mri-scans/glioma/0472.jpg,glioma
data/raw/brain-tumor-mri-scans/healthy/0267.jpg,healthy
data/raw/brain-tumor-mri-scans/pituitary/0153.jpg,pituitary
data/raw/brain-tumor-mri-scans/meningioma/1437.jpg,meningioma
data/raw/brain-tumor-mri-scans/pituitary/1736.jpg,pituitary
data/raw/brain-tumor-mri-scans/glioma/0511.jpg,glioma
data/raw/brain-tumor-mri-scans/pituitary/0527.jpg,pituitary
data/raw/brain-tumor-mri-scans/pituitary/0771.jpg,pituitary
data/raw/brain-tumor-mri-scans/healthy/1505.jpg,healthy
data/raw/brain-tumor-mri-scans/meningioma/1624.jpg,meningioma
data/raw/brain-tumor-mri-scans/meningioma/1634.jpg,meningioma
data/raw/brain-tumor-mri-scans/glioma/0185.jpg,glioma
data/raw/brain-tumor-mri-scans/glioma/0576.jpg,glioma
data/raw/brain-tumor-mri-scans/glioma/0811.jpg,glioma
data/raw/brain-tumor-mri-scans/glioma/0473.jpg,glioma
data/raw/brain-tumor-mri-scans/glioma/0696.jpg,glioma
data/raw/brain-tumor-mri-scans/healthy/1029.jpg,healthy
data/raw/brain-tumor-mri-scans/healthy/1560.jpg,healthy
data/raw/brain-tumor-mri-scans/healthy/0238.jpg,healthy
data/raw/brain-tumor-mri-scans/healthy/1479.jpg,healthy
data/raw/brain-tumor-mri-scans/healthy/1600.jpg,healthy
data/raw/brain-tumor-mri-scans/healthy/0724.jpg,healthy
data/raw/brain-tumor-mri-scans/meningioma/0411.jpg,meningioma
data/raw/brain-tumor-mri-scans/pituitary/0421.jpg,pituitary
data/raw/brain-tumor-mri-scans/healthy/1627.jpg,healthy
data/raw/brain-tumor-mri-scans/healthy/0517.jpg,healthy
data/raw/brain-tumor-mri-scans/healthy/1542.jpg,healthy
data/raw/brain-tumor-mri-scans/glioma/0468.jpg,glioma
data/raw/brain-tumor-mri-scans/meningioma/1234.jpg,meningioma
data/raw/brain-tumor-mri-scans/healthy/1623.jpg,healthy
data/raw/brain-tumor-mri-scans/pituitary/1023.jpg,pituitary
data/raw/brain-tumor-mri-scans/pituitary/1248.jpg,pituitary
data/raw/brain-tumor-mri-scans/healthy/1658.jpg,healthy
data/raw/brain-tumor-mri-scans/pituitary/0358.jpg,pituitary
data/raw/brain-tumor-mri-scans/glioma/1005.jpg,glioma
data/raw/brain-tumor-mri-scans/glioma/0642.jpg,glioma
data/raw/brain-tumor-mri-scans/glioma/0381.jpg,glioma
data/raw/brain-tumor-mri-scans/glioma/1375.jpg,glioma
data/raw/brain-tumor-mri-scans/glioma/1554.jpg,glioma
data/raw/brain-tumor-mri-scans/pituitary/0004.jpg,pituitary
data/raw/brain-tumor-mri-scans/healthy/0248.jpg,healthy
data/raw/brain-tumor-mri-scans/healthy/0100.jpg,healthy
data/raw/brain-tumor-mri-scans/glioma/1103.jpg,glioma
data/raw/brain-tumor-mri-scans/meningioma/1400.jpg,meningioma
data/raw/brain-tumor-mri-scans/pituitary/1253.jpg,pituitary
data/raw/brain-tumor-mri-scans/pituitary/0442.jpg,pituitary
data/raw/brain-tumor-mri-scans/pituitary/1299.jpg,pituitary
data/raw/brain-tumor-mri-scans/healthy/1582.jpg,healthy
data/raw/brain-tumor-mri-scans/pituitary/0859.jpg,pituitary
data/raw/brain-tumor-mri-scans/glioma/1056.jpg,glioma
data/raw/brain-tumor-mri-scans/healthy/0702.jpg,healthy
data/raw/brain-tumor-mri-scans/glioma/1414.jpg,glioma
data/raw/brain-tumor-mri-scans/healthy/1076.jpg,healthy
data/raw/brain-tumor-mri-scans/pituitary/0574.jpg,pituitary
data/raw/brain-tumor-mri-scans/pituitary/0746.jpg,pituitary
data/raw/brain-tumor-mri-scans/healthy/1687.jpg,healthy
data/raw/brain-tumor-mri-scans/glioma/0534.jpg,glioma
data/raw/brain-tumor-mri-scans/meningioma/0403.jpg,meningioma
data/raw/brain-tumor-mri-scans/healthy/1878.jpg,healthy
data/raw/brain-tumor-mri-scans/healthy/0767.jpg,healthy
data/raw/brain-tumor-mri-scans/healthy/0717.jpg,healthy
data/raw/brain-tumor-mri-scans/glioma/0169.jpg,glioma
data/raw/brain-tumor-mri-scans/glioma/1618.jpg,glioma
data/raw/brain-tumor-mri-scans/glioma/0852.jpg,glioma
data/raw/brain-tumor-mri-scans/pituitary/1183.jpg,pituitary
data/raw/brain-tumor-mri-scans/meningioma/0221.jpg,meningioma
data/raw/brain-tumor-mri-scans/healthy/0165.jpg,healthy
data/raw/brain-tumor-mri-scans/healthy/1624.jpg,healthy
data/raw/brain-tumor-mri-scans/pituitary/0241.jpg,pituitary
data/raw/brain-tumor-mri-scans/pituitary/0539.jpg,pituitary
data/raw/brain-tumor-mri-scans/healthy/0107.jpg,healthy
data/raw/brain-tumor-mri-scans/healthy/0344.jpg,healthy
data/raw/brain-tumor-mri-scans/meningioma/1361.jpg,meningioma
data/raw/brain-tumor-mri-scans/pituitary/0679.jpg,pituitary
data/raw/brain-tumor-mri-scans/healthy/1985.jpg,healthy
data/raw/brain-tumor-mri-scans/meningioma/1621.jpg,meningioma
data/raw/brain-tumor-mri-scans/meningioma/1386.jpg,meningioma
data/raw/brain-tumor-mri-scans/glioma/0179.jpg,glioma
data/raw/brain-tumor-mri-scans/pituitary/1581.jpg,pituitary
data/raw/brain-tumor-mri-scans/pituitary/1647.jpg,pituitary
data/raw/brain-tumor-mri-scans/pituitary/1713.jpg,pituitary
data/raw/brain-tumor-mri-scans/healthy/0442.jpg,healthy
data/raw/brain-tumor-mri-scans/glioma/1620.jpg,glioma
data/raw/brain-tumor-mri-scans/glioma/0496.jpg,glioma
data/raw/brain-tumor-mri-scans/healthy/1323.jpg,healthy
data/raw/brain-tumor-mri-scans/meningioma/0291.jpg,meningioma
data/raw/brain-tumor-mri-scans/healthy/0494.jpg,healthy
data/raw/brain-tumor-mri-scans/pituitary/0737.jpg,pituitary
data/raw/brain-tumor-mri-scans/pituitary/0642.jpg,pituitary
data/raw/brain-tumor-mri-scans/meningioma/0271.jpg,meningioma
data/raw/brain-tumor-mri-scans/glioma/0168.jpg,glioma
data/raw/brain-tumor-mri-scans/pituitary/0456.jpg,pituitary
data/raw/brain-tumor-mri-scans/meningioma/0138.jpg,meningioma
data/raw/brain-tumor-mri-scans/pituitary/0795.jpg,pituitary
data/raw/brain-tumor-mri-scans/meningioma/0164.jpg,meningioma
data/raw/brain-tumor-mri-scans/glioma/1075.jpg,glioma
data/raw/brain-tumor-mri-scans/meningioma/0089.jpg,meningioma
data/raw/brain-tumor-mri-scans/healthy/0652.jpg,healthy
data/raw/brain-tumor-mri-scans/healthy/1596.jpg,healthy
data/raw/brain-tumor-mri-scans/meningioma/0136.jpg,meningioma
data/raw/brain-tumor-mri-scans/healthy/1786.jpg,healthy
data/raw/brain-tumor-mri-scans/meningioma/1592.jpg,meningioma
data/raw/brain-tumor-mri-scans/pituitary/1493.jpg,pituitary
data/raw/brain-tumor-mri-scans/pituitary/1504.jpg,pituitary
data/raw/brain-tumor-mri-scans/healthy/1351.jpg,healthy
data/raw/brain-tumor-mri-scans/pituitary/0399.jpg,pituitary
data/raw/brain-tumor-mri-scans/meningioma/0984.jpg,meningioma
data/raw/brain-tumor-mri-scans/glioma/0503.jpg,glioma
data/raw/brain-tumor-mri-scans/meningioma/0161.jpg,meningioma
data/raw/brain-tumor-mri-scans/pituitary/0398.jpg,pituitary
data/raw/brain-tumor-mri-scans/healthy/0532.jpg,healthy
data/raw/brain-tumor-mri-scans/pituitary/0071.jpg,pituitary
data/raw/brain-tumor-mri-scans/pituitary/1476.jpg,pituitary
data/raw/brain-tumor-mri-scans/meningioma/1315.jpg,meningioma
data/raw/brain-tumor-mri-scans/healthy/0921.jpg,healthy
data/raw/brain-tumor-mri-scans/healthy/0048.jpg,healthy
data/raw/brain-tumor-mri-scans/meningioma/0877.jpg,meningioma
data/raw/brain-tumor-mri-scans/pituitary/0038.jpg,pituitary
data/raw/brain-tumor-mri-scans/healthy/1311.jpg,healthy
data/raw/brain-tumor-mri-scans/healthy/0241.jpg,healthy
data/raw/brain-tumor-mri-scans/meningioma/1079.jpg,meningioma
data/raw/brain-tumor-mri-scans/pituitary/0982.jpg,pituitary
data/raw/brain-tumor-mri-scans/meningioma/0215.jpg,meningioma
data/raw/brain-tumor-mri-scans/pituitary/0114.jpg,pituitary
data/raw/brain-tumor-mri-scans/glioma/1419.jpg,glioma
data/raw/brain-tumor-mri-scans/meningioma/0410.jpg,meningioma
data/raw/brain-tumor-mri-scans/glioma/0535.jpg,glioma
data/raw/brain-tumor-mri-scans/glioma/1425.jpg,glioma
data/raw/brain-tumor-mri-scans/pituitary/0606.jpg,pituitary
data/raw/brain-tumor-mri-scans/healthy/1469.jpg,healthy
data/raw/brain-tumor-mri-scans/meningioma/0251.jpg,meningioma
data/raw/brain-tumor-mri-scans/glioma/0080.jpg,glioma
data/raw/brain-tumor-mri-scans/pituitary/0025.jpg,pituitary
data/raw/brain-tumor-mri-scans/glioma/0752.jpg,glioma
data/raw/brain-tumor-mri-scans/meningioma/1380.jpg,meningioma
data/raw/brain-tumor-mri-scans/meningioma/0404.jpg,meningioma
data/raw/brain-tumor-mri-scans/glioma/0095.jpg,glioma
data/raw/brain-tumor-mri-scans/pituitary/0848.jpg,pituitary
data/raw/brain-tumor-mri-scans/glioma/1158.jpg,glioma
data/raw/brain-tumor-mri-scans/pituitary/0744.jpg,pituitary
data/raw/brain-tumor-mri-scans/meningioma/0363.jpg,meningioma
data/raw/brain-tumor-mri-scans/meningioma/0818.jpg,meningioma
data/raw/brain-tumor-mri-scans/meningioma/0158.jpg,meningioma
data/raw/brain-tumor-mri-scans/healthy/0901.jpg,healthy
data/raw/brain-tumor-mri-scans/glioma/1090.jpg,glioma
data/raw/brain-tumor-mri-scans/meningioma/0137.jpg,meningioma
data/raw/brain-tumor-mri-scans/healthy/1306.jpg,healthy
data/raw/brain-tumor-mri-scans/healthy/1695.jpg,healthy
data/raw/brain-tumor-mri-scans/meningioma/1345.jpg,meningioma
data/raw/brain-tumor-mri-scans/meningioma/0802.jpg,meningioma
data/raw/brain-tumor-mri-scans/pituitary/0560.jpg,pituitary
data/raw/brain-tumor-mri-scans/glioma/1295.jpg,glioma
data/raw/brain-tumor-mri-scans/meningioma/1571.jpg,meningioma
data/raw/brain-tumor-mri-scans/pituitary/1292.jpg,pituitary
data/raw/brain-tumor-mri-scans/glioma/1002.jpg,glioma
data/raw/brain-tumor-mri-scans/glioma/1407.jpg,glioma
data/raw/brain-tumor-mri-scans/meningioma/0160.jpg,meningioma
data/raw/brain-tumor-mri-scans/glioma/0742.jpg,glioma
data/raw/brain-tumor-mri-scans/healthy/1138.jpg,healthy
data/raw/brain-tumor-mri-scans/healthy/0928.jpg,healthy
data/raw/brain-tumor-mri-scans/glioma/0937.jpg,glioma
data/raw/brain-tumor-mri-scans/glioma/1599.jpg,glioma
data/raw/brain-tumor-mri-scans/healthy/0929.jpg,healthy
data/raw/brain-tumor-mri-scans/meningioma/0009.jpg,meningioma
data/raw/brain-tumor-mri-scans/meningioma/0763.jpg,meningioma
data/raw/brain-tumor-mri-scans/healthy/0967.jpg,healthy
data/raw/brain-tumor-mri-scans/glioma/0435.jpg,glioma
data/raw/brain-tumor-mri-scans/glioma/1373.jpg,glioma
data/raw/brain-tumor-mri-scans/healthy/1455.jpg,healthy
data/raw/brain-tumor-mri-scans/healthy/1682.jpg,healthy
data/raw/brain-tumor-mri-scans/healthy/0184.jpg,healthy
data/raw/brain-tumor-mri-scans/healthy/0512.jpg,healthy
data/raw/brain-tumor-mri-scans/healthy/0954.jpg,healthy
data/raw/brain-tumor-mri-scans/healthy/1924.jpg,healthy
data/raw/brain-tumor-mri-scans/healthy/1822.jpg,healthy
data/raw/brain-tumor-mri-scans/pituitary/0446.jpg,pituitary
data/raw/brain-tumor-mri-scans/pituitary/0360.jpg,pituitary
data/raw/brain-tumor-mri-scans/healthy/1741.jpg,healthy
data/raw/brain-tumor-mri-scans/pituitary/1556.jpg,pituitary
data/raw/brain-tumor-mri-scans/meningioma/0392.jpg,meningioma
data/raw/brain-tumor-mri-scans/meningioma/0820.jpg,meningioma
data/raw/brain-tumor-mri-scans/healthy/0109.jpg,healthy
data/raw/brain-tumor-mri-scans/glioma/1025.jpg,glioma
data/raw/brain-tumor-mri-scans/healthy/0562.jpg,healthy
data/raw/brain-tumor-mri-scans/glioma/0764.jpg,glioma
data/raw/brain-tumor-mri-scans/meningioma/0548.jpg,meningioma
data/raw/brain-tumor-mri-scans/glioma/1582.jpg,glioma
data/raw/brain-tumor-mri-scans/meningioma/0039.jpg,meningioma
data/raw/brain-tumor-mri-scans/healthy/1918.jpg,healthy
data/raw/brain-tumor-mri-scans/meningioma/1434.jpg,meningioma
data/raw/brain-tumor-mri-scans/meningioma/1534.jpg,meningioma
data/raw/brain-tumor-mri-scans/healthy/0643.jpg,healthy
data/raw/brain-tumor-mri-scans/healthy/1374.jpg,healthy
